id,link,title
19,https://www.booking.com/hotel/my/somerset-ampang-kuala-lumpur.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799690&all_sr_blocks=25752205_298689805_0_2_0&highlighted_blocks=25752205_298689805_0_2_0&matching_block_id=25752205_298689805_0_2_0&sr_pri_blocks=25752205_298689805_0_2_0__24000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Somerset Kuala Lumpur
Opens in new window"
20,https://www.booking.com/hotel/my/gulshan.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=163&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799714&all_sr_blocks=166688210_335451060_0_0_0&highlighted_blocks=166688210_335451060_0_0_0&matching_block_id=166688210_335451060_0_0_0&sr_pri_blocks=166688210_335451060_0_0_0__10710&tpi_r=2&from=searchresults#hotelTmpl,"Hotel Gulshan
Opens in new window"
21,https://www.booking.com/hotel/my/swiss-garden-residence-bukit-bintang-bukit-bintang.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799698&all_sr_blocks=368700404_342032419_6_0_0&highlighted_blocks=368700404_342032419_6_0_0&matching_block_id=368700404_342032419_6_0_0&sr_pri_blocks=368700404_342032419_6_0_0__225000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Swiss Garden Residence Kuala Lumpur
Opens in new window"
22,https://www.booking.com/hotel/my/the-face-platinum-suites-kuala-lumpur12345.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=95&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799705&all_sr_blocks=716540001_351402669_2_0_0&highlighted_blocks=716540001_351402669_2_0_0&matching_block_id=716540001_351402669_2_0_0&sr_pri_blocks=716540001_351402669_2_0_0__30000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Platinum Suites KLCC by SS Residence
Opens in new window"
23,https://www.booking.com/hotel/my/kl-bukit-bintang-apartment-at-times-square.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=60&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799702&all_sr_blocks=358948801_172718337_2_2_0&highlighted_blocks=358948801_172718337_2_2_0&matching_block_id=358948801_172718337_2_2_0&sr_pri_blocks=358948801_172718337_2_2_0__20610&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Bintang Service Suite at Times Square
Opens in new window"
24,https://www.booking.com/hotel/my/service-apartment-jalan-tun-razak.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=343&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799736&all_sr_blocks=828375801_347367824_2_0_0&highlighted_blocks=828375801_347367824_2_0_0&matching_block_id=828375801_347367824_2_0_0&sr_pri_blocks=828375801_347367824_2_0_0__10368&tpi_r=2&from=searchresults#hotelTmpl,"hotel near IJN,ROOF TOP SWIMMING POOL
Opens in new window"
25,https://www.booking.com/hotel/my/king-suite-one-ceylon-by-four-pillars-suite.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=210&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799721&all_sr_blocks=829230601_347521562_3_0_0&highlighted_blocks=829230601_347521562_3_0_0&matching_block_id=829230601_347521562_3_0_0&sr_pri_blocks=829230601_347521562_3_0_0__15750&tpi_r=2&from=searchresults#hotelTmpl,"King Suite at One Ceylon by 4 Pillars Suite
Opens in new window"
26,https://www.booking.com/hotel/my/cairnhill-kuala-lumpur.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799705&all_sr_blocks=77534202_264817407_0_2_0&highlighted_blocks=77534202_264817407_0_2_0&matching_block_id=77534202_264817407_0_2_0&sr_pri_blocks=77534202_264817407_0_2_0__11160&from=searchresults#hotelTmpl,"Cairnhill Hotel Kuala Lumpur
Opens in new window"
27,https://www.booking.com/hotel/my/queensville-studio-in-kuala-lumpur.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=151&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799710&all_sr_blocks=833407702_348623743_2_0_0&highlighted_blocks=833407702_348623743_2_0_0&matching_block_id=833407702_348623743_2_0_0&sr_pri_blocks=833407702_348623743_2_0_0__18900&tpi_r=2&from=searchresults#hotelTmpl,"Queensville Studio in Kuala Lumpur
Opens in new window"
28,https://www.booking.com/hotel/my/lovely-apartment.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=325&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799733&all_sr_blocks=843768301_351237215_2_0_0&highlighted_blocks=843768301_351237215_2_0_0&matching_block_id=843768301_351237215_2_0_0&sr_pri_blocks=843768301_351237215_2_0_0__24000&tpi_r=2&from=searchresults#hotelTmpl,"Lovely Apartment
Opens in new window"
29,https://www.booking.com/hotel/my/instaworthy-modern-art-home-w-hammock-near-sunway-velocity-amp-mrt.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=445&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799749&all_sr_blocks=844422501_351353365_6_0_0&highlighted_blocks=844422501_351353365_6_0_0&matching_block_id=844422501_351353365_6_0_0&sr_pri_blocks=844422501_351353365_6_0_0__31500&tpi_r=2&from=searchresults#hotelTmpl,"Instaworthy Modern Art Home w/ Hammock ^ Near Sunway Velocity & MRT
Opens in new window"
30,https://www.booking.com/hotel/my/2-bedroom-condo-facing-klcc-view.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=195&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799718&all_sr_blocks=827903201_347329284_5_0_0&highlighted_blocks=827903201_347329284_5_0_0&matching_block_id=827903201_347329284_5_0_0&sr_pri_blocks=827903201_347329284_5_0_0__36100&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"RUMAH HINGGAP 1 Balcony and 2-bedroom Facing Gorgeous KLCC View
Opens in new window"
31,https://www.booking.com/hotel/my/city-kuchai-kuchai-lama.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=264&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799728&all_sr_blocks=816839304_344184866_2_0_0&highlighted_blocks=816839304_344184866_2_0_0&matching_block_id=816839304_344184866_2_0_0&sr_pri_blocks=816839304_344184866_2_0_0__14000&tpi_r=2&from=searchresults#hotelTmpl,"City Kuchai Hotel -Kuchai Lama,Kuala Lumpur
Opens in new window"
32,https://www.booking.com/hotel/my/contemporary-studio-15mins-to-kl-city-centre.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=270&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799728&all_sr_blocks=840304502_350703758_2_0_0&highlighted_blocks=840304502_350703758_2_0_0&matching_block_id=840304502_350703758_2_0_0&sr_pri_blocks=840304502_350703758_2_0_0__14200&tpi_r=2&from=searchresults#hotelTmpl,"Contemporary Studio 15mins to KL City Centre
Opens in new window"
33,https://www.booking.com/hotel/my/mercu-summer-suites-stylish-2-bedroom.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=406&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799746&all_sr_blocks=718356202_308964061_6_0_0&highlighted_blocks=718356202_308964061_6_0_0&matching_block_id=718356202_308964061_6_0_0&sr_pri_blocks=718356202_308964061_6_0_0__30700&tpi_r=2&from=searchresults#hotelTmpl,"Mercu Summer Suites Stylish 2 Bedroom
Opens in new window"
34,https://www.booking.com/hotel/my/dorsett-residence.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=50&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799698&all_sr_blocks=294002403_138524103_0_0_0&highlighted_blocks=294002403_138524103_0_0_0&matching_block_id=294002403_138524103_0_0_0&sr_pri_blocks=294002403_138524103_0_0_0__30600&from=searchresults#hotelTmpl,"Dorsett Bukit Bintang Residence by De Space
Opens in new window"
35,https://www.booking.com/hotel/my/cozy-sentul-west-jln-ipoh-2br-6pax-i-homebrickz.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=27&hapos=302&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799731&all_sr_blocks=835456901_350427122_6_0_0&highlighted_blocks=835456901_350427122_6_0_0&matching_block_id=835456901_350427122_6_0_0&sr_pri_blocks=835456901_350427122_6_0_0__21420&tpi_r=2&from=searchresults#hotelTmpl,"RICA Cozy Sentul West, Jln Ipoh 2BR 6Pax I HomeBrickz
Opens in new window"
36,https://www.booking.com/hotel/my/comfy-amp-modern-designed-3-bedroom-condo.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=378&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799743&all_sr_blocks=829160101_347513842_0_0_0&highlighted_blocks=829160101_347513842_0_0_0&matching_block_id=829160101_347513842_0_0_0&sr_pri_blocks=829160101_347513842_0_0_0__20900&tpi_r=2&from=searchresults#hotelTmpl,"United Point Residence Condo near DesaPark City Mont Kiara MITEC Kepong Sri Hartamas Solaris Publika
Opens in new window"
37,https://www.booking.com/hotel/my/nu-kl-sentral.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=103&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799707&all_sr_blocks=176629704_309606172_3_0_0&highlighted_blocks=176629704_309606172_3_0_0&matching_block_id=176629704_309606172_3_0_0&sr_pri_blocks=176629704_309606172_3_0_0__16980&from=searchresults#hotelTmpl,"NU Hotel @ KL Sentral
Opens in new window"
38,https://www.booking.com/hotel/my/city-homes-star-suites-klcc.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=305&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799733&all_sr_blocks=822056301_344959921_4_0_0&highlighted_blocks=822056301_344959921_4_0_0&matching_block_id=822056301_344959921_4_0_0&sr_pri_blocks=822056301_344959921_4_0_0__12960&tpi_r=2&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"City Homes @ Star Suites KLCC
Opens in new window"
39,https://www.booking.com/hotel/my/nida-changkat-bukit-bintang.html?label=gen173nr-1DCAEoggI46AdIM1gEaGyIAQGYATG4ARfIAQzYAQPoAQH4AQKIAgGoAgO4AtjIlJMGwAIB0gIkMzAzZjI1ZDctMWQ2OC00ZTVlLThhMjktODFlMmU0ODM1YzJi2AIE4AIB&sid=c0c4fa1b3998ad2ba1e107af925aafc1&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-02&dest_id=-2403010&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=120&sr_order=popularity&srpvid=a11c50a4508e027a&srepoch=1650799707&all_sr_blocks=271575702_217644611_0_40_0&highlighted_blocks=271575702_217644611_0_40_0&matching_block_id=271575702_217644611_0_40_0&sr_pri_blocks=271575702_217644611_0_40_0__14800&from=searchresults#hotelTmpl,"Vivids Hotel
Opens in new window"
